,transmission_Dual Shift,HP,fuel_type_E85 Flex Fuel,cylinder_type_V,accident_1,turbo_Y,fuel_type_Electric,fuel_type_Gasoline,cylinder_type_Inline,transmission_Manual,cylinders,turbo_N,transmission_CVT,fuel_type_not supported,fuel_type_Plug-In Hybrid,fuel_type_Hybrid,transmission_speed,cylinder_type_Straight
3695,0,0.7240873523431249,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
23190,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
39198,0,0.5390939766403949,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
32158,1,1.1135470906646618,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
11024,1,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
13337,0,0.6754048850529328,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
41538,0,-0.054832124299948735,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
37851,0,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
33414,1,-0.23982550000267874,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
25251,0,-1.2329478327225978,0,0,1,0,0,0,1,0,-1.3955687622238973,1,0,0,0,1,0.5933644846020103,0
48157,0,-1.3205762738449434,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.05171836336834561,1
45783,0,1.0648646233744696,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
54039,0,0.02305982336435863,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
35863,0,-0.3663999149571782,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
20865,0,-0.44429186262148557,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
4940,0,-1.4276777018833662,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
48492,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
11790,0,0.840925273839586,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
2442,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
28164,0,3.15821071685273,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
17560,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
49588,0,-0.39560939533129347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
46829,0,0.09121527757062757,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,1.135010605835675,0
51811,0,-0.44429186262148557,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
9234,0,-0.6877041990724461,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.4058336664525073,0
38057,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
30944,0,0.09121527757062757,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
45068,0,-1.4082047149672892,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,1
44629,0,0.6754048850529328,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,1
7512,0,-0.20087952617052504,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
12846,1,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
44721,0,-0.24956199346071717,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,1.135010605835675,0
2228,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
24328,0,2.087196436468504,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
37551,1,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
50920,0,1.1622295579548538,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
3129,0,1.4543243616960064,0,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
28816,1,-0.5806027710340235,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
29223,0,-0.8434880944010609,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.05171836336834561,0
8672,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
20229,0,1.9216760476818506,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
15473,0,0.7435603392592017,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
41768,0,3.1679472103107686,0,0,0,0,0,1,1,0,3.676963986151493,1,0,0,0,0,0.8641875452188427,0
46936,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
46063,0,-0.054832124299948735,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.05171836336834561,0
51920,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
41915,0,0.8603982607556628,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
53070,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,1
45583,0,-0.24956199346071717,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
28463,0,0.5390939766403949,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
4073,0,0.6754048850529328,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,1.135010605835675,1
23159,0,-0.24956199346071717,0,1,1,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
28733,0,-0.44429186262148557,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
53472,0,0.5293574831823565,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
29819,0,-0.5124473168277546,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
36647,0,-0.23008900654464032,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
48118,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
2386,0,-0.24956199346071717,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,0.5933644846020103,0
43849,0,0.8798712476717396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
32843,0,-0.6292852383242156,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
21135,0,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
2452,0,-0.07430511121602558,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,1.6766567270693398,0
11471,0,-1.6613535448762882,0,0,1,1,0,1,1,0,-2.029635355770821,0,0,0,0,0,1.4058336664525073,0
53318,0,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
8850,1,-0.24956199346071717,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
30694,0,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
13688,1,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
9449,0,-0.09377809813210242,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
1099,0,0.09121527757062757,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
48604,0,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
14432,0,0.7240873523431249,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
33775,0,-0.24956199346071717,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,1.135010605835675,0
38843,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
23512,1,-0.24956199346071717,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
24996,0,0.6754048850529328,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
10774,0,-0.2203525130866019,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
7773,0,1.8729935803916586,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
38814,0,0.13989774486081968,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
22043,0,-1.5542521168378656,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
30148,1,-1.1161099112261366,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
5888,0,-0.43455536916344717,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
8999,0,-1.2232113392645592,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
38307,0,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
37829,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
28051,0,-1.1161099112261366,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
40192,0,0.35410060093766493,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.4058336664525073,0
46311,1,0.7240873523431249,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
36814,0,-0.23982550000267874,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
17611,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
17193,1,2.350081759835541,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
28916,0,0.3547960647560961,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,1.6766567270693398,0
46137,0,2.184561371048888,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.4058336664525073,0
6518,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.4058336664525073,0
34842,0,0.8117157934654707,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
32585,0,0.35410060093766493,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
34012,1,2.350081759835541,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
53946,0,-0.5611297841179467,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
21078,0,0.21778969252512706,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
1672,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
1343,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
21119,0,-0.24956199346071717,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
45540,0,1.8729935803916586,0,0,0,0,1,0,0,0,-3.931835136411592,0,0,0,0,0,-1.0315738790989837,0
21209,0,-0.29824446075090927,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
46415,0,-1.9047658813272488,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.05171836336834561,0
5574,1,1.697736698146967,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
31244,1,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
45846,0,0.8199770606419884,0,1,0,1,0,0,0,0,1.1406976119637982,0,0,0,0,0,-1.0315738790989837,0
28781,0,0.13989774486081968,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
34078,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
850,0,-0.15219705888033294,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
42760,0,1.8729935803916586,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
47289,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
587,0,-0.8434880944010609,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
20955,1,-0.7169136794465614,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
52052,0,0.7630333261752786,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
19374,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
38744,1,1.7951016327273512,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
19289,0,-0.21061601962856347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
25757,0,-1.5542521168378656,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
52761,0,1.7269461785210822,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.4058336664525073,0
14485,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
41772,0,1.1135470906646618,0,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
5544,0,0.8798712476717396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
220,0,-1.4082047149672892,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
41399,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
14806,0,-0.4248188757054087,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
42409,0,-1.2134748458065208,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
52113,0,-1.2037383523484824,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
3336,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
35152,1,-1.2134748458065208,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
48101,0,-0.5611297841179467,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
17025,0,-1.5250426364637504,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
14765,0,0.6754048850529328,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
47429,0,1.259594492535238,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
27551,0,0.840925273839586,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
11312,1,-0.054832124299948735,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
139,1,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
42087,0,-0.5903392644920619,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
5548,0,-0.2885079672928708,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
8740,1,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
2113,0,-0.49297432991167767,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
47655,0,0.7240873523431249,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
50992,0,2.3111357860033874,0,0,1,0,0,1,1,0,3.676963986151493,1,0,0,0,0,1.135010605835675,0
25782,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
26795,0,-0.15219705888033294,0,0,1,0,0,1,1,0,2.408830799057646,1,0,0,0,0,-1.0315738790989837,0
2083,0,0.13989774486081968,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.32254142398517793,0
13388,0,-0.8726975747751761,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
33361,1,1.259594492535238,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
47539,0,0.17884371869297336,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
17199,0,1.7269461785210822,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
22104,0,-0.43455536916344717,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
22907,1,-0.054832124299948735,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
10684,0,-1.3205762738449434,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
1154,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,1,0,0,0,-1.0315738790989837,0
34852,1,-0.19114303271248664,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
15708,0,-0.6877041990724461,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
30872,1,-0.824015107484984,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
35925,0,-0.19114303271248664,0,1,0,0,0,0,0,0,-0.12743557513004955,1,1,0,0,1,-1.0315738790989837,0
27449,0,0.3547960647560961,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,1.6766567270693398,0
15427,0,1.7269461785210822,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
52855,1,-0.44429186262148557,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
29383,0,0.09121527757062757,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
17235,0,-1.0576909504779062,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
9212,0,-0.39560939533129347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
37182,0,-1.6613535448762882,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
15933,0,1.2206485187030844,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
48632,0,-0.824015107484984,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
15706,0,-1.1161099112261366,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
33215,0,1.259594492535238,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
42908,0,-0.6292852383242156,0,0,0,0,0,0,1,0,-1.3955687622238973,1,0,0,0,1,-1.0315738790989837,0
52004,0,-1.4666236757155198,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
47545,0,-0.15219705888033294,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
42195,0,-1.2232113392645592,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
7128,0,-1.145319391600252,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
42848,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
28123,0,0.7240873523431249,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
4214,0,0.7240873523431249,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
5172,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
31033,0,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
30372,1,-0.7655961467367535,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
6273,0,-1.3400492607610204,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
13098,1,0.7240873523431249,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
886,0,-1.2232113392645592,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
12180,0,-0.5903392644920619,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
9266,0,0.7240873523431249,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
27184,0,0.5780399504725486,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
44271,0,0.09121527757062757,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,0
3399,1,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
29266,0,-0.23982550000267874,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
38567,0,0.2762086532733576,0,1,1,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,0.8641875452188427,0
37636,0,-1.1161099112261366,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
25658,0,1.1524930644968154,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
35966,0,0.6754048850529328,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
16408,1,-0.23008900654464032,1,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
19219,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
25556,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
31647,0,-0.24956199346071717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
2673,0,-0.6877041990724461,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
44465,1,1.6003717635665828,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
39410,0,-0.054832124299948735,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
12151,0,-0.006149657009756634,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
22952,0,-0.4248188757054087,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
5537,0,0.9674996887940854,0,0,0,0,1,0,0,0,-3.931835136411592,0,0,0,0,0,-0.7607508184821514,0
27218,0,0.6754048850529328,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
10959,1,0.13989774486081968,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
20491,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
34191,0,-0.15219705888033294,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
8161,0,0.22752618598316546,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,0.8641875452188427,0
30418,0,-0.8629610813171377,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
8008,1,0.09121527757062757,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
34737,0,-1.8268739336629414,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
7144,0,-1.632144064502173,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
44676,1,-0.49297432991167767,0,0,1,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46743,1,2.184561371048888,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
15062,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
33438,0,-1.4763601691735582,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
6065,0,0.957763195336047,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
47290,0,-1.7392454925405956,0,0,0,0,0,1,1,0,-1.3955687622238973,1,1,0,0,0,-1.0315738790989837,0
26298,0,-0.5611297841179467,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
6648,0,-1.2232113392645592,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
41782,0,1.210912025245046,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
8195,0,-0.19114303271248664,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
35539,0,-0.24956199346071717,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
16301,0,-1.515306143005712,0,0,0,0,0,1,1,0,-0.7615021686769734,1,0,0,0,0,-1.0315738790989837,0
49312,0,-0.5124473168277546,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
