,price
17613,19998
4374,37999
22992,7200
31798,87500
3818,37950
19537,17500
3804,68750
3343,15900
34503,11995
38440,26000
18252,17500
47623,3900
40132,9850
9544,41000
27924,9250
35232,49000
54152,32000
26149,71200
32520,9000
37065,55000
37279,15000
1550,29950
43196,6950
26083,31985
47816,29500
17519,30000
44970,11500
26557,49950
4416,73600
26981,24998
12666,17500
43959,10000
43450,15500
31005,9200
43125,38900
45486,19999
30897,4200
25847,35500
21384,29000
32952,4100
15756,8995
47803,4800
41959,8900
42720,63000
28598,14000
27585,60200
29734,30000
4624,11500
18886,11500
15974,10200
49774,24900
28197,23900
47426,19500
46826,37000
35597,50000
38637,17900
34898,39985
34087,8500
846,15900
41786,18000
7202,39900
18129,4000
51759,19000
34914,7700
41536,55000
50643,30999
41985,65500
16960,55000
34751,6700
3311,5500
29127,65000
16294,64000
47021,41500
37039,13600
23104,29800
28783,26500
33245,10000
53058,11995
34988,48000
10883,9975
31426,72500
368,39848
23971,15499
23982,39985
11221,27500
4520,20500
2906,6500
25750,39777
47594,4000
40982,33333
46537,24995
35393,74900
27273,69250
13423,50000
50208,50000
51012,23400
12676,49999
16151,27999
735,69900
11360,55500
32947,11900
4926,59800
27594,6995
13860,3950
54068,25500
33891,28250
23083,17000
36724,18000
37875,38000
18896,8700
39038,15500
44055,20000
44441,19750
270,85495
16113,32000
27778,63900
39755,17500
19284,12700
50516,18000
44914,59000
12836,47500
33045,16500
3985,47995
50425,27000
52971,55000
44860,7500
30972,36500
36810,27000
44395,6600
6569,45515
37043,11500
53065,41000
28869,53000
29165,26000
47858,17000
53928,42900
39150,28000
2167,15999
29108,52590
10461,81500
24326,20000
17894,47000
7976,42000
44695,20000
34588,27450
19474,21500
962,36740
37427,53000
1714,12995
53547,55000
50226,28500
37382,20900
42836,33500
2825,84500
47349,80000
3491,9000
31616,17900
30876,27500
40620,43999
53682,12995
8437,44800
33523,21000
35523,20000
47752,38900
25278,16000
34321,48000
1107,55000
51851,39750
3728,64000
15342,48000
11151,18500
53010,49995
16507,39390
27896,25999
1273,11500
9612,19000
48517,23000
47472,44000
47392,19000
2875,34500
13155,10200
30986,41000
5011,44400
32179,21865
4378,8200
28042,14500
2890,12000
39446,32000
28862,26900
25609,20000
2349,15500
36164,16995
45320,65000
38169,6750
33533,38000
46324,21500
17267,3000
15130,9995
50290,77900
3853,36800
49668,25500
7181,51500
18647,28000
38257,30000
36199,73000
43257,23999
27552,27200
8522,37000
2289,17800
20587,12900
43043,5999
34978,69000
28401,22500
31905,49999
52891,7350
36973,28000
48882,58000
47684,72995
3923,40036
23195,45000
47054,46999
39014,13600
484,29000
13670,39500
36211,10999
36699,8500
28378,81500
16440,5000
40420,22500
27350,10000
49767,14000
47313,19000
49501,52000
49176,47500
39715,28900
14365,38000
11617,18700
48156,26500
21045,35000
13983,48950
1834,9500
44813,44495
35905,9000
50341,9950
19477,75000
44004,23995
7039,12990
22244,8750
12813,17900
49551,22800
49600,42000
35713,31000
36152,55000
42826,43000
14412,69950
42035,37000
26538,45000
35636,12250
28276,19000
52206,4000
15422,38000
7772,45423
22122,44900
13835,51000
52700,42499
23080,4500
35610,41000
8306,37500
43349,29000
11895,11500
278,27995
52139,32100
15547,37500
20854,35999
49140,60000
44925,32500
5476,30000
15189,28900
19493,62000
13232,34900
40787,25900
7837,20800
36417,36800
45009,15500
9539,28900
42399,68500
21912,25000
34327,67963
19428,60000
12246,10500
36918,20000
51417,17999
40885,59900
5249,37000
37610,6100
25144,8000
25560,40500
3188,34000
39711,29500
29911,8500
44082,16488
3476,19800
25404,20995
13121,34700
28439,63900
36746,58900
19663,65500
8115,37999
18371,32324
28240,15397
43698,53500
20892,79950
297,59500
27510,17000
51526,25999
48653,28000
44335,15000
17141,36300
40107,12000
47244,23995
9627,79500
49859,19500
53541,32000
8246,21000
9295,23000
45625,12500
7442,17999
26138,62500
23008,40500
11671,5500
49092,34999
31353,21800
21680,36495
28728,35500
41153,42000
36206,27350
39290,47000
12332,3500
24239,39900
40704,24000
20340,48999
34927,71999
2270,31500
54084,10340
46819,44870
18097,65000
8309,68000
6434,13599
19372,56900
8040,22999
32644,32000
17327,21000
15607,14995
27359,6800
11537,11100
11974,25995
797,17900
53307,29000
43794,27633
18971,7800
12944,13600
30163,8250
895,11500
37899,18995
11498,25500
33094,46900
11672,81500
5684,23754
30230,15000
39929,64500
980,23000
14295,32750
51300,9995
2402,75000
52804,39000
1755,28900
13613,33000
39029,9499
18360,27500
53390,59500
47125,55999
9304,51900
42533,32850
21701,12000
16359,74500
6669,18800
29356,10000
25267,39687
40504,10900
3835,32541
8553,38000
6133,51500
34564,22000
27999,22999
10396,16370
50462,15500
7191,22500
586,10340
21492,47995
12555,7900
50320,19500
15341,28000
30859,11500
35036,30989
23204,44999
40317,55000
25159,10000
31069,27200
41952,27000
20726,11500
41371,46900
47641,25000
32127,67000
751,28250
9292,12998
45670,24900
24793,53900
40224,50000
39572,9750
41118,19000
21868,26000
49256,21375
43443,10750
41388,20900
18721,25099
20648,5000
19561,12000
21203,39000
37930,20500
34794,28890
15697,14500
49865,29000
43276,81500
44789,15900
23549,32999
30517,12500
24990,28000
38700,23400
29443,19000
13591,42900
32455,58000
43676,16000
45399,34500
16627,21500
39357,42000
40799,29995
50976,15300
2480,52000
28462,3850
50664,32063
49670,50000
53885,21500
7042,19000
32597,26900
16992,6950
38861,9998
29856,27000
53306,23500
42984,36500
21275,10999
50073,29000
29900,9995
26525,8995
34963,19000
14277,24000
344,5990
41127,62900
36514,31450
1541,15000
38887,14995
2626,28500
26101,86999
18747,13999
28695,43775
22585,9888
7868,59203
8029,27499
35940,4000
33868,79999
28647,86999
52705,38500
30004,6975
43051,19000
1869,36969
38751,19900
17865,12995
24003,37500
1942,13999
38220,70999
20296,65000
35682,8500
6935,44900
41253,46105
16056,14500
54198,27000
44391,40000
53360,28000
20198,35750
5163,9995
14134,68000
29741,10000
20714,42000
5316,38999
48649,30000
42479,35500
21816,13500
36022,49900
19239,51500
45196,24500
29715,65900
41149,22500
17615,18000
16717,37000
50091,32400
18786,27899
35688,34900
34189,10900
41026,81000
9084,39000
21527,73500
40514,25500
1876,17550
48937,8500
36006,34500
16252,11000
6338,16370
13287,36300
45715,5995
39822,27500
3220,38700
38216,29998
44999,30000
14612,21999
44969,25695
23136,83000
17802,17500
49244,22989
15445,28995
26417,17000
33722,7900
20061,69500
47317,61995
30369,60000
26756,64990
42650,57000
10660,60000
52951,25900
42579,34500
44693,29998
19345,18000
22686,55600
28018,17900
53780,41999
33336,37999
28576,26500
29924,43000
155,15363
14213,30000
16366,57500
1911,13490
25305,9995
22987,69000
37286,36000
42773,35750
2845,76500
31472,22000
52231,34000
17943,54999
32545,19500
47579,65000
37323,34000
1564,78000
10423,22500
13355,21900
49288,82000
31300,42500
38942,84900
13378,7900
24113,48000
21402,21900
913,38500
35889,81500
13326,15999
11042,29000
51998,37500
41137,56999
52648,8250
21830,46599
35788,10750
40051,45950
10874,20000
40868,80900
40900,17000
20820,21800
13640,43500
45928,11500
3782,30750
21826,33500
18787,35300
15216,12900
45365,48000
5363,12500
32460,7300
50356,28900
16809,59500
53832,28825
41649,21000
5266,48000
33864,21750
23525,8750
23671,6500
27055,28298
20992,13900
30819,13500
10191,22500
3759,14500
16307,23995
28696,7995
36700,4800
43576,38000
11886,38900
2605,26500
5889,46000
35874,78990
47682,21000
30001,14500
25828,17999
40953,15000
14946,23000
28575,12000
46372,16000
25062,4200
36272,13000
33531,48000
12832,14750
18308,17000
12260,14000
10760,8250
51397,4200
48851,11000
44326,57000
48160,64250
14289,20000
3426,12900
14715,6000
35908,49000
53831,31000
8200,84500
26401,11995
32496,48000
35341,28500
10504,28900
37662,19977
51750,6500
40355,7000
8888,82150
41197,52000
819,21000
30940,34000
23352,49900
41966,12000
3091,36599
3869,63500
48892,19000
3898,15000
28086,6000
31768,17500
53556,36000
26888,19900
47409,60500
398,25000
241,5199
43255,15000
31290,8500
38497,12995
1791,37500
5128,69900
52884,55900
2389,17000
36466,16500
46814,4900
41432,13500
53630,14000
20076,15000
23067,35300
20559,12000
17564,34995
21971,23500
52575,14980
28033,51999
17282,76000
9072,30000
5342,29993
43918,27999
25265,33000
39716,64000
42477,16000
46420,16770
18156,43837
48518,84500
48162,11000
1395,30000
44874,12490
42762,76373
41239,22000
3963,13900
39077,83999
36762,54000
45782,41500
37204,26999
2004,22222
23524,24500
14094,61999
48994,16000
52485,29900
102,39990
40421,77999
8970,19998
34434,54995
42336,42500
15227,16600
7441,50000
11701,4200
43796,25900
43586,39000
41284,40000
50128,20000
43408,12000
29073,68000
14539,35999
52964,34000
8643,48500
28979,31950
29296,20989
44928,84645
3712,30000
49633,17000
53090,18749
38337,28900
39770,18500
11468,26500
1692,25700
12156,7900
50239,32000
48939,59000
23598,36999
6120,34000
29560,29900
36175,26600
36470,18500
4299,12900
1632,12500
45945,52000
41791,34000
3568,37000
38469,26999
3503,35000
46451,19500
39484,35900
26383,31000
29415,11500
7005,42000
13592,19500
3437,15000
4186,36740
46413,46900
6132,63997
25488,20999
32055,57000
30219,26772
12458,67000
44867,63900
1711,17000
4268,15000
35425,32000
35156,27950
14808,27350
37970,22500
31153,44000
50141,29000
9712,28900
22127,41900
45754,4000
29034,65000
53339,11970
4921,6000
14779,29999
47245,32999
33509,56750
5323,3600
49676,20900
18250,30000
47591,48889
8043,72000
34647,11000
45187,7600
25967,10500
921,60995
25136,78000
626,87000
1560,68000
5506,12499
37394,10500
26147,33000
14464,89750
36149,16750
8067,28000
49648,35113
32728,45861
23093,32850
18357,31000
153,26000
30232,61000
53778,37000
25460,10700
3282,69500
41101,6500
33098,26500
9507,17000
44110,22999
3798,37500
7497,11990
31676,15500
50187,29000
50163,19000
39327,3950
2657,9500
43658,49900
34304,32999
28272,35000
35472,26000
4387,6500
16726,38000
19505,57999
17413,9650
22182,62000
39491,45000
50006,85000
34177,71999
1837,57000
35689,33900
49225,15999
54095,19750
20145,8950
13826,8900
14626,19500
18067,35000
29619,18995
18573,12999
47398,49000
9880,54995
38342,33580
33646,3000
33837,39650
29062,55600
8151,9995
31561,52000
32394,11500
943,14500
46350,8550
29436,24500
11109,5995
4358,26000
42312,12000
46977,15900
26549,19995
36898,4999
25863,55000
33214,12500
2768,24950
17775,69500
36064,19000
14915,84645
13814,60999
25091,42000
31909,56000
48648,6500
8486,20800
48886,37499
23863,8300
5723,42000
52853,38000
23661,21865
49920,32000
6613,40500
50966,20500
36082,4500
44476,42499
53948,45000
16549,15500
23374,23500
48092,39900
53748,23500
13417,12000
43922,9100
30484,29500
7957,19900
9273,25000
15426,9250
3778,45985
17984,17999
9158,29000
9729,24950
51567,19500
12062,9900
14210,14945
21362,58000
30602,8450
45920,7999
611,18500
7625,22749
12029,7700
3085,50000
49490,27000
18932,29000
34036,17000
24868,71000
7422,11995
32074,20995
27391,32400
51573,41000
47413,22000
18463,27950
13484,12240
1538,9888
40114,12000
25710,8500
18539,6500
45381,4000
29013,17900
2779,6000
3921,47214
14032,48000
2829,40000
15406,71000
38539,59400
2473,30500
38310,29995
42041,12000
36944,35707
2084,22500
41964,24850
51368,8995
26965,32000
52501,32999
14276,38999
50602,52000
53772,28500
52547,37700
12314,43500
22572,4200
40066,53950
23869,7900
3445,31900
3551,43500
28416,31621
33899,10995
47787,17500
4344,58000
21514,3900
37171,8999
13730,38500
54116,20900
10532,16750
20575,15999
30560,25500
28843,6500
25893,38500
1059,35000
15336,55000
40308,53000
23498,16000
31567,49900
25839,5100
1061,16000
4216,30599
26568,29999
22802,17238
26128,34500
26122,59000
30254,46900
37209,33410
23552,53999
41491,20000
21702,24200
50079,17000
43096,34000
18446,13500
6687,65000
22785,14900
50698,65000
6432,17900
35643,69500
43385,85500
9248,33500
45664,7500
49421,17500
1311,54490
52482,47645
6218,39777
47795,13000
5530,13999
8225,26750
16563,17000
42341,5699
6532,49000
36057,37000
40632,19000
23125,38781
19174,35900
42670,16500
4942,53568
4423,36599
41975,6600
4639,28500
18934,28900
12887,42000
47785,30000
30419,12500
16393,51750
53739,25650
50394,50000
47668,11000
31208,19500
12782,44700
26293,5949
11820,8900
48562,23900
5688,41299
47558,11500
2620,11500
3516,35000
9063,74500
34834,59800
53701,29500
49061,42000
53605,53000
23658,26500
21870,41500
14488,28500
14256,39000
2609,19900
44842,68750
29685,35000
3980,34084
19210,33580
8808,37000
22842,16250
7787,31000
45088,25900
34247,40100
20802,11000
45970,40995
33204,5900
7443,53500
18582,11500
1224,16000
46052,30990
35127,37000
31297,40999
22263,52000
32574,28000
47321,48000
36594,24500
15400,35645
6437,69999
5857,26000
4145,33242
46355,6500
52833,32500
14177,56000
34602,54000
49360,49900
51541,11500
52752,12999
26481,29000
37372,9500
4315,52000
12064,78350
41980,9999
22779,62999
28359,31300
45160,36499
46016,29999
33080,26500
49723,5500
48390,15000
19794,10000
45057,47449
15807,41000
32890,77900
25094,11000
50311,22995
35676,9999
40631,22000
23683,41900
47864,15363
44661,9650
22736,59900
32626,36000
38587,16600
20810,29999
52581,18000
30044,27999
39938,17995
13265,27500
16746,6500
3918,27000
24828,18955
54147,9900
13752,6900
5962,14500
29600,41741
28456,42000
31476,26000
21303,37000
22450,18700
36238,23500
37320,22500
11945,63000
2564,29993
23171,51499
32356,57000
40474,28000
28672,68500
25681,30000
46027,73600
49422,21000
19694,21990
6929,5500
1721,62000
14458,33500
11860,46999
31815,25900
30405,36949
14297,11000
32415,34700
30082,8500
51975,60500
14429,28500
21048,75000
30579,18000
20195,5500
38315,13000
30047,28000
44420,15499
20020,13500
44103,24999
13441,14900
34859,27633
1637,19500
21074,22500
5735,4700
30189,37000
25236,29900
52879,18500
15629,29000
28677,26500
8967,11495
43830,12000
11711,12500
25682,49999
17582,15400
42360,79950
34192,15000
48776,86999
36251,47541
11609,30000
43453,11999
12479,15000
46790,15000
10465,49000
7064,14500
9922,35999
35841,15900
51513,7200
12621,39900
49942,8900
1211,25500
35986,14999
15102,21000
6449,19500
52018,15500
46999,11400
11,49900
18718,11000
35215,7750
26524,40000
52741,19000
3706,20000
29,51900
7764,25980
17949,40999
39001,20999
48143,27500
16238,24950
28516,28500
48654,23000
30683,25000
18909,7900
11379,10500
8857,5000
32541,27950
631,49999
907,59500
25153,3999
26635,5500
8185,12000
28396,4995
44060,32000
32161,6500
19899,60000
18707,85500
41835,8500
52586,80000
6423,20500
35687,36500
48745,37000
34949,38436
29934,36570
26884,8500
7892,46500
28260,54500
41629,23999
1884,30500
13100,17900
38042,17500
31970,40000
39697,71400
16391,55000
37729,19000
49712,36500
1762,21750
49424,30750
10557,6500
52776,19975
38828,22500
37506,29500
175,41927
26345,63900
22561,43500
31094,33500
10651,8900
15894,14995
44404,85500
13574,52500
45585,39995
28926,39900
6535,52900
36942,24995
32101,6000
43446,22500
20751,29999
48426,12000
22159,9750
34558,69500
13567,40999
34530,22945
966,12990
47658,50000
12235,19250
29468,46000
25679,17000
51664,49900
37411,34250
48129,39000
45403,23000
26389,26750
20222,81500
28043,68420
28092,16500
35574,6900
48235,11499
29311,24000
34523,73995
18273,12500
38150,29000
32165,19190
20012,15900
2329,21000
35221,18400
1756,14000
44694,12500
46980,30000
16234,28900
30157,48459
19588,38633
14851,26900
37682,30999
46751,46000
5415,53722
281,74900
26667,17999
39442,12000
50349,24995
42495,22500
40823,8900
54261,30000
41714,12500
50452,22966
45496,18900
18872,8500
4207,64500
405,17500
34511,9450
16835,71900
15208,21500
4553,12800
4694,30000
27027,60000
34748,12500
1871,5800
29427,39990
5475,27000
22750,35000
32733,54500
25458,16500
49605,10500
1965,20000
27657,44750
25744,44400
33862,50000
190,29500
301,26772
33029,69000
12023,23999
34093,46500
32833,28000
48705,84500
9182,35500
36248,44999
14065,12500
5597,29000
36141,45000
39540,34995
48346,12000
15119,39999
50561,44990
36113,26999
49523,19500
10288,33500
39255,3200
52281,14500
45006,28750
43747,18200
7874,8100
40290,54999
25483,13200
4042,23000
26421,45000
28892,16500
2642,64000
52636,48000
53254,43550
2805,38000
5647,65900
4086,37500
29816,18995
43670,21500
17875,10500
51875,30950
8174,78000
11281,12000
48495,34999
27881,73000
34259,21000
44546,20900
34997,55000
22568,5199
39444,2990
25487,6000
52263,44800
25518,80900
7608,12000
49845,22500
30649,42900
37218,26900
35572,67000
50184,8100
53659,34500
36033,44315
20332,26500
38430,68000
45827,26500
14546,77430
48796,10000
11162,31900
22220,45000
20376,43500
52253,22800
35345,6500
31363,14000
5966,12500
891,29999
16423,39990
51054,40500
2222,49999
19310,22000
47570,47500
33425,50000
42235,46000
5590,68000
43077,43500
19143,34000
16955,13500
27329,20900
8097,6000
31639,20500
21568,16000
31036,49273
37914,6950
19637,45770
38099,5700
766,8500
30380,46900
38956,25990
29902,34562
36307,17000
26744,65000
3528,26900
34092,24000
21082,3500
17497,30000
22259,31990
47656,28500
9345,9900
18282,26000
33113,40000
39173,42000
49946,9000
46374,40999
40604,4900
6623,27000
27410,12449
30610,33700
5347,34700
30516,11990
53577,8995
22212,19500
9283,27900
743,24950
36474,79900
23964,9900
34299,15000
4484,19000
16999,43430
44935,53000
3682,7500
28212,22500
12144,46500
25745,68495
8915,15900
25422,49000
36228,20500
14235,4300
23111,25999
52670,42000
9754,44999
25165,12500
2591,43449
39486,15000
10737,37000
43451,42900
27407,57000
52164,31990
1984,27500
53826,19980
44499,24900
50598,26500
15539,10500
49287,16500
31012,10500
6584,48000
12092,16999
34883,11500
50071,57480
15449,32400
47434,63900
30618,37500
26372,50000
5938,32999
18850,13500
39757,22222
4866,15000
23816,3500
32038,14500
2721,44249
3328,28825
194,45000
590,30000
39549,66500
1482,22000
12798,23500
9520,52000
26403,30000
28454,30000
52729,15500
42499,76900
2111,43500
16963,38000
6559,21900
22690,28499
49408,23999
16074,29000
52743,32000
1655,54490
5943,15000
15534,15995
3222,65000
35547,44000
42745,50000
37746,41000
48874,68969
17116,36880
6196,8550
32310,20500
11273,14699
29291,6500
35462,10995
44434,7900
25164,25500
2569,37500
412,36740
18601,30000
24778,21995
7777,39950
34638,29990
45146,79995
319,4800
6489,16500
23795,30990
13421,21000
33066,7000
40377,17000
31562,49685
46599,17900
39883,21995
53372,22000
11858,27500
42377,72000
47947,44000
26574,10500
8536,13900
16343,54999
22106,44900
2796,69900
46051,17550
182,26999
33293,84500
29203,10500
14155,11000
52572,49000
15087,34999
26142,88950
47734,36000
53936,81500
9878,47500
12723,26497
39340,69645
47633,32500
49930,53000
34040,17500
42536,39999
28868,26000
32662,31900
53447,9000
37019,45950
2025,36250
22348,19500
43759,37995
5534,7500
27414,13500
36603,23000
10649,27500
47541,26990
16582,13800
39196,31000
19290,35850
26018,18999
17642,21500
349,12500
18583,21000
14685,13000
18873,47000
11156,9500
37648,49999
2100,25500
28914,4399
4936,73600
757,42500
50424,34000
49175,69500
39411,53999
30312,34000
18065,12900
26647,33500
35106,87500
19712,36000
20690,33000
28474,59000
42503,19800
11197,5100
11084,49500
33687,49500
16483,18900
15682,35999
9730,10500
32232,18995
46225,17500
14378,13999
42669,78000
26614,57999
43790,32000
27270,50000
5116,44249
48949,12000
8131,42816
25346,49000
31307,19500
44218,28000
27005,32600
49207,60500
2744,32500
15073,62595
54073,36000
23452,61900
22446,7850
19439,54995
14868,76400
34768,13500
24890,11000
27399,21500
18068,54500
40871,33000
35177,23000
36061,49000
14959,7200
45810,10900
32622,15300
43409,15000
37688,16000
51708,34645
54184,15500
10207,36000
26330,28900
25064,64500
8645,18900
47086,29500
21298,47995
38518,48000
21894,8900
39589,22995
31793,34700
668,15900
34026,25925
45673,60000
37328,40500
8211,8900
32840,20950
19885,45500
19213,37500
8279,8500
39592,53000
2930,25000
47649,7500
53699,18900
1639,33950
36441,18900
21200,35000
19603,18000
5414,30500
50345,59500
8940,57300
35825,14000
36913,23999
29972,11000
4870,4495
42978,30599
33460,27500
37893,10500
40714,17777
39276,75500
16371,30000
35964,35113
48062,25900
29847,28825
7457,23300
14490,18999
22375,16500
1825,20000
28256,28500
39112,13500
14168,5995
10353,20995
7832,78000
17782,36500
23700,36000
3072,81330
4319,39995
26567,14900
25748,55000
37010,47950
19150,69900
17662,36000
37678,16500
32562,10900
4861,10500
37613,46500
13840,36969
17149,6250
14702,16500
11332,8700
11818,22500
16928,7700
51202,23900
49575,29995
35414,53722
11519,62999
24449,27499
25143,28900
27262,69500
29728,84999
31289,7200
22943,29895
16299,11499
31512,23500
21638,43642
45085,6000
21998,22800
656,47995
24149,9499
26516,22500
29138,43500
10563,57500
38183,39127
6698,4000
4460,49750
39911,14900
30932,50658
21539,69950
39079,6500
16476,55000
32839,14500
52993,9500
39424,6000
6356,11000
44234,51900
38358,28499
48918,22000
20763,54800
50058,41000
22776,29998
22347,9500
13451,54000
26528,22389
8938,16900
22788,10998
13052,61995
16923,57999
34786,35200
20283,5900
9344,29999
42911,40999
3274,17500
52172,36000
24197,12000
12693,12900
41841,38500
11106,20900
3570,8250
15938,8500
6695,7000
49050,75900
46146,16750
29506,48000
7879,66500
35932,24999
8090,35995
12828,19290
49578,15500
33393,62999
14827,9950
1882,25000
24168,35500
46992,20995
1077,41500
27132,19470
46288,45900
3459,12500
17870,4900
51762,27900
25714,22500
53995,20900
53446,31500
34439,21000
40154,13310
40043,47000
2457,31500
8527,10500
45082,56900
13817,49999
32132,46500
46496,12900
13784,59335
16117,17390
24045,69900
49137,34500
21676,31450
1132,20990
25367,12500
9780,10000
11797,10500
48362,32000
22466,22389
50807,23300
52252,11000
12842,30000
13077,12500
38065,15000
38045,35000
27291,10999
42631,7500
30325,53000
45052,59750
7237,11400
12351,56900
34159,45000
34355,18500
50649,29995
8582,6000
15157,29950
18370,33500
40450,16488
41621,27900
48471,54500
2991,49999
25914,21999
582,35000
14921,7000
43749,44800
6860,14500
916,27000
20875,33500
51532,36750
8855,60000
6092,6999
18358,21000
25207,13500
35508,24700
53627,67800
28136,11000
14135,35000
27033,14500
10188,32769
3284,46500
40120,73000
15417,13800
13997,82500
17994,45000
22778,12000
30064,28000
16383,21000
9070,31000
7691,48950
39039,37000
25685,20000
4849,51900
50448,13250
400,9500
48599,86999
7516,18000
15450,9000
37865,46900
45609,30000
17359,9950
42634,22500
1761,37500
39184,36000
50211,51499
48248,15000
39630,41000
52232,40000
9610,20900
24886,71999
52391,39000
37049,26999
51941,85000
22752,19470
46600,11000
35275,10750
53566,33700
32289,21000
11480,24000
47986,15000
19468,25000
24611,57999
19480,29500
41519,57000
9011,65000
35360,42500
29614,54995
20047,19500
8058,69950
31840,18500
27916,31000
40747,42000
18305,77999
6221,57999
20781,11600
52610,48000
25084,17999
51239,4495
50229,6900
5183,13300
9121,42900
25636,28900
39570,15000
14730,17900
46184,9000
22434,54000
9420,65700
51164,34000
28904,16800
1202,65000
52133,26000
23765,17900
29078,6500
40584,33500
42168,34000
19339,10900
2056,23600
37767,17900
40252,25999
53499,13500
2873,50000
31825,16500
33035,37000
49567,27500
27425,8999
53706,72000
45334,37000
37400,36727
21890,29000
32889,17500
18767,15000
27903,62000
44208,21000
5827,4199
30039,13800
3760,31900
43235,9100
30048,59500
19033,25884
10009,26545
3851,18500
27567,10500
9720,6000
20987,30000
39966,28250
29038,27450
11681,23750
27856,7500
3743,8500
38445,20000
36146,85500
36138,6880
1420,22500
11939,9450
48531,69995
5649,32000
32736,26999
28639,49500
44273,30500
43397,31000
14961,75000
14119,79990
948,78499
50743,36990
7327,24500
20719,13250
27183,14900
25993,21900
17693,31000
36078,42800
32673,9000
4308,34000
40310,12500
47721,5500
46499,29995
10721,9500
37861,22000
49333,17500
42580,6750
28238,34995
38354,15500
36983,26500
45764,10000
27202,18000
23250,46999
12227,32000
50854,32850
308,17000
51436,67800
25049,9999
2069,14000
54081,48000
30891,18500
19801,59900
39138,55999
47176,50000
19044,25000
39869,26999
12856,12250
30531,17800
38263,15499
37170,9500
19910,45500
22201,29500
40445,41986
49292,65000
4333,42500
14403,9650
16670,36000
28511,15750
28841,16800
42052,47500
43067,15000
47164,14195
4058,44900
41525,80900
13857,54500
27388,15900
48975,15999
17242,10500
46875,82500
9636,35500
54165,69000
15482,12000
36127,55600
14499,21500
18817,40000
42652,13250
20128,32900
38286,47350
2634,32662
31667,22000
46236,22500
41052,32999
53019,12700
44268,36000
44753,34900
35034,12500
31259,35000
52490,67250
44014,19395
48089,29000
29212,6500
40613,35999
18973,3200
2109,47000
13018,19900
17022,16000
7367,31000
46213,39999
46392,6900
45358,18000
18430,50000
27347,41927
31607,77897
32388,36800
26356,25700
46950,9999
40488,12500
19318,4900
8543,12500
25966,32541
26759,25925
17453,54000
10777,38000
40674,29999
50415,43000
25301,14500
11645,12500
41143,41500
14747,18800
42303,29500
48548,13600
53510,13900
25591,38000
2201,12900
10611,45000
13345,6700
29748,44950
17879,5500
15701,34500
22662,37000
13739,6900
7385,10600
29021,22000
46222,22500
2158,13500
36084,16500
36650,19500
53099,28000
47500,10750
50800,8500
47185,33687
8766,10500
39885,47541
8885,5750
16236,27500
13054,21500
35348,65994
14833,26000
53726,16370
44174,46787
7696,29900
33006,5900
48381,22000
6426,26900
28095,27900
28472,29000
33329,26095
22493,16499
13387,28500
52684,82150
2871,10995
3237,8500
33737,29000
19511,12500
39552,14000
52062,15000
20247,22000
35515,11495
17411,55000
3554,72950
105,47500
4800,12000
44305,24500
26230,40995
20395,19750
19266,34000
45523,44900
8041,55900
14926,45000
36090,10999
24917,69645
9325,36500
16076,22500
52246,11000
43065,35999
14189,9000
17037,43430
1840,34500
10970,21000
47322,22989
40600,68000
24864,8750
21715,5000
16509,10800
22267,67000
857,29999
50223,22000
45549,6499
40727,14500
51672,38500
53366,39127
19566,6600
16760,38500
37641,9500
53506,17900
46608,21800
36245,26990
36786,57352
32430,6730
14651,67900
3783,49995
1626,44900
53370,12900
45035,71000
19859,10700
16687,26000
47028,16000
13111,25500
39031,33000
16205,38900
49786,28500
26042,34000
17705,67250
33467,22500
7222,87500
1565,13999
32039,35800
22837,9000
36539,14999
44112,5500
23440,10995
26489,30000
16996,24999
32810,17500
41866,54000
32020,19500
12140,9975
48781,24950
35658,14500
40578,31300
49966,8500
25463,44900
22311,13999
27839,37900
3671,36800
2594,14000
10640,12950
49512,22000
27862,2500
50866,20995
54114,24995
16011,6500
48503,35000
4467,20000
33163,41250
45637,81900
14406,26500
20126,43250
49727,19750
10033,36000
41879,11995
5972,15000
700,52500
35132,69000
26502,10995
37151,58500
46696,59000
51112,49950
20028,15400
11093,9998
17811,39000
41017,27500
10261,22000
33498,7500
12636,29497
10925,8000
36640,82950
31796,17900
24158,11500
15437,54490
20665,44900
46908,22999
20717,20900
47663,9500
30980,17000
15505,37000
3630,9100
25605,15900
18545,82500
43535,28900
35375,36500
32576,38500
39880,35500
46761,80000
45069,18900
47306,23800
36611,29500
4536,14000
15758,17500
28170,71400
18083,9499
5718,11500
8703,3000
4828,31950
31490,39995
49713,20000
32659,14000
38408,19000
7194,22000
32,71000
12034,69999
51557,28500
29695,26500
36351,31755
1166,12000
37852,82000
53978,36500
25103,20000
43643,4500
4176,7200
20146,21900
24513,72999
39953,41899
53494,7800
25544,24900
34525,18000
52978,21000
12105,84645
34865,68750
52435,16499
27363,3900
26555,25999
31650,33000
43531,26000
10241,80000
11138,34999
27452,21500
1152,22500
10223,56000
13330,10200
19063,27499
44556,29000
29959,49000
24672,15900
53287,42950
17440,31000
52019,12500
42702,27899
29672,68750
48579,5200
999,28500
49038,38500
50705,61000
51744,41000
52567,39500
39261,16900
50826,34900
25178,9000
572,41741
18485,22999
35415,65000
40856,6950
41311,25500
42644,24000
26783,21612
31629,76000
20880,17495
10735,31650
34149,8500
11403,22000
26769,24500
4343,40000
36037,32900
15140,39500
7571,33900
246,34900
